title, weekend_rev, weekend_rev_mean
Melancholia,257174,13535
Thor,65723338,16618
The Journey,32895,16448
Two Drifters,5289,5289
Crazy Love,17952,5984
Abominable,1810,1810
Blind Mountain,3676,3676
15,633,633
High School,82832,414
Alamar,7668,7668
Water for Elephants,16842353,5979
African Cats,6003200,4921
My Dog Tulip,11550,11550
Tracker,4993,4993
Film Socialisme,4526,4526
Kill the Irishman,145430,29086
Cold Weather,14513,14513
Fast Five,86198765,23655
Babylon,9484627,2798
Once Upon a Time,249933,4901
We Are What We Are,13727,6864
Attenberg,3998,3998
Swimming Pool,287296,22099
Incendies,50679,16893
Soul Surfer,10601862,4789
Something Borrowed,13945368,4802
Macbeth,644,644
Priest,113430,14178
Eye of the Dolphin,37924,305
King Lear,8756,8756
Midnight in Paris,599003,99834
Double Take,11736236,7195
John Rabe,4892,1631
Oh My God,8263,2754
Stonewall Uprising,15729,3932
Pina,68012,22671
Eyes of a Stranger,546724,3037
Under Our Skin,7043,7043
Belle Toujours,5363,5363
Prison,63792,1518
Loft,2747342,1492
Stolen,6250,6250
Attack the Block,139506,17438
Let the Bullets Fly,11287,2257
Orwell Rolls in His Grave,6059,6059
Wake,6164,3082
Kung Fu Panda 2,47656302,12142
Submarine,41832,10458
Brotherhood,2341,2341
Captive,407804,3089
Everything Must Go,791676,3632
Beginners,141340,28268
Super 8,35451168,10492
Lottery Ticket,10652297,5399
Falling,509,509
Envy,6160886,2519
Private,3987,3987
Bernie,85805,28602
Green Lantern,53174303,13935
Elektra Luxx,5601,1400
Yoo Hoo Mrs Goldberg,19302,9651
Bad Teacher,31603106,10365
Larry Crowne,13096065,4405
Your Highness,9360020,3380
Girl Play,8441,8441
Three,58196,2530
Zookeeper,20065617,5763
Horrible Bosses,28302165,9310
Cars 2,66135507,16072
De Dana Dan,577381,8368
Dreamkiller,861,287
To Sleep with Anger,19295,4823
Double Dhamaal,301831,5589
Delhi Belly,581943,6539
Ballerina,2656,2656
Monte Carlo,7453944,3014
Monogamy,4476,4476
Drive,4715,4715
Love Crime,35375,7075
Far from Home,4231917,3477
One Day,5079566,2955
35 and Ticking,29808,4968
Vice Squad,1717205,3367
Earth Days,2408,2408
Winnie the Pooh,7857076,3267
Peep World,6702,2234
Phantom,5072346,2349
No Impact Man,15215,7608
Indian Summer,3368711,3217
Betty,5243,5243
Exodus,24115934,6884
Friends with Benefits,19652921,6512
3 Backyards,11332,11332
Small Town Murder Songs,2810,401
Broken Sky,4956,4956
Alpha and Omega,9106906,3469
Deadfall,9183,4591
Pennies from Heaven,520000,1650
Mysteries of Lisbon,12308,6154
Assassination,2787449,2787
Rapt,5872,5872
Change of Plans,15378,7689
Our Idiot Brother,7011631,2744
Princess Kaiulani,186995,5667
Air Guitar Nation,7035,7035
Terri,65103,10851
Happy New Year,30625,765
30 Minutes or Less,13330118,4616
My Afternoons with Margueritte,20900,10450
Final Destination 5,18031396,5715
Loose Cannons,2239830,1845
Queen to Play,28092,4682
Carancho,15810,3162
Forest,12741176,5198
Fright Night,6118543,3967
Another Earth,77740,19435
Hesher,126046,3001
Bolivia,9899,9899
Stake Land,7258,7258
Colombiana,10408176,3982
Bill Cunningham New York,33677,33677
Freakonomics,31893,1595
Boys,270107,823
Conan the Barbarian,9603139,6883
Prom,4712638,1726
Magic Trip,14367,3592
Waiting for Forever,8917,2972
Face,12366,4122
Project Nim,25820,6455
Richard III,91915,22978
Love Ranch,44220,4020
Red State,204230,204230
A Better Life,62087,15522
Ceremony,6920,3460
Sympathy for Delicious,9448,4724
Wrecked,2054,2054
Contagion,22403596,6953
We Have a Pope,31368,10456
Vigilante,1588464,6353
Moneyball,19501302,6516
Le Havre,26363,4394
X,6672,6672
I Am,10092,10092
Point Blank,41031,6839
Masti,162687,6025
Nothing Personal,5563,5563
Bereavement,20744,1037
Tinker Tailor Soldier Spy,310562,77641
Warrior,14170,3542
Sherlock Holmes,62304277,17183
Eva,10395,208
Kill List,9838,4919
Killer Elite,9352008,3132
Bellflower,22279,11140
Main Street,1553,1553
Once Upon a Time in Anatolia,10952,10952
Circumstance,43318,6188
Take Shelter,52041,17347
Road to Nowhere,2521,2521
Songwriter,497406,996
Brothers at War,33142,4735
Examined Life,12085,12085
Real Steel,27319677,7942
Buck,67548,16887
My Joy,2077,2077
Footloose,8556935,6182
Beautiful Boy,16162,4041
Tyrannosaur,7635,1527
Martha Marcy May Marlene,137651,34413
We Need to Talk About Kevin,24587,24587
Tabloid,91201,6514
Oranges and Sunshine,18600,4650
Brighton Rock,32774,2731
Margaret,7525,3763
Carnage,7139,7139
Margin Call,561906,10034
Paranormal Activity 3,52568183,15829
Puncture,29175,7294
Polisse,16568,5523
Abduction,5034,5034
This Must Be the Place,7754,3877
Shame,349519,34952
One to Another,4515,4515
A Screaming Man,2421,2421
Unholy,2353452,1979
Dream House,8129355,3055
Radioactive Dreams,141055,1567
Headhunters,43013,10753
Campus Radio,3196,3196
Machine Gun Preacher,45130,11283
Anonymous,1021768,3856
Tower Heist,24025190,7135
Undertow,24354,4059
White on Rice,8079,4040
Tomboy,1723935,4215
Bandwagon,22189,1849
Loft,2747342,1492
Higher Ground,21495,7165
Trespass,5012910,4905
Jack and Jill,25003575,7273
Take Out,10505,10505
Into the Abyss,47559,3963
Another Happy Day,8464,4232
Shaolin,19132,2126
Cherry,2416,2416
Bluebeard,8370,8370
Like Crazy,123140,30785
The Muppets,29239026,8500
Blown Away,10424873,5598
War Horse,7515402,3163
My Week with Marilyn,1750507,7174
Weekend,16266,4066
Singham,161063,3221
Shanghai,26604,258
Chandni Chowk To China,629921,4846
Waiting for Happiness,1982,1982
Hanussen,15504,7752
Play the Game,51197,2327
Sing Your Song,13459,6730
Rampart,60446,12089
Angel,2214824,6711
Arthur Christmas,12068931,3575
Flypaper,1098,549
Bullet to the Head,4548201,1892
The Snowman,3372565,1861
I Melt with You,2729,1365
Life in a Day,45202,4109
Flamenco,22106,11053
Coriolanus,61136,6793
This Is Not a Film,12608,2522
Backstage,496226,1541
Young Adult,310263,38783
We Bought a Zoo,9360434,3003
Picture Me,6718,6718
Last Holiday,12806188,5093
Albert Nobbs,696088,2841
Salvation Boulevard,7208,1802
Friends with Kids,2019083,5472
Intruders,40746,1235
In the Land of Blood and Honey,18854,6285
Bringing Up Bobby,1005,1005
Pariah,48579,12145
Tanner Hall,2803,561
Newlyweds,4584,4584
Roadie,1002263,1825
Contraband,24349815,8505
Local Color,7183,7183
Joyful Noise,11225190,4104
To Die Like a Man,2346,2346
Dolphin Tale,19152401,5461
Happy Tears,13009,867
Elena,9035,9035
Aurora,2105,2105
Nostalgia for the Light,5664,5664
Loosies,808,808
One Trick Pony,150809,5026
Cat Run,30000,291
Man on a Ledge,8001932,2669
Sacrifice,15243,1386
First Family,3635564,6457
All Night Long,1392852,3847
White Irish Drinkers,16836,3367
Haywire,8425370,3454
Policeman,7379,3690
Disorder,11699,5850
Regeneration,19593,3265
Faust,10030,5015
Post Mortem,2406,2406
Viva,48995,3500
Fados,10823,10823
Daddy Longlegs,8323,8323
Praise,6315,6315
Apollo 18,8704271,2615
Crazy Horse,7963,7963
Seeking Justice,249912,1082
Red Tails,18782154,7477
In Darkness,27413,9138
Thunder Soul,51260,1465
Declaration of War,12791,2132
One for the Money,11515790,4207
Safe House,40172720,12880
Holding Trevor,7829,3915
Monsieur Lazhar,112190,5905
Stella Does Tricks,2361,2361
Perfect Sense,1567,1567
Sixpack,1946418,3861
Flying Swords of Dragon Gate,95452,6363
Knuckle,2647,882
Winter in Wartime,14937,4979
Happy End,23091,7697
October Baby,102096,7854
Khodorkovsky,6110,6110
Seven Days in Utopia,1316910,2347
Red Hill,8650,1730
A Cat in Paris,34554,5759
Gone,4770360,2182
Courageous,9112839,7849
Project X,3309985,3238
Act of Valor,24476632,8054
Trailer Park Boys,1200000,6629
When We Leave,6018,3009
Great Directors,5440,1813
Starbuck,15530,5177
Forks Over Knives,17645,17645
United Red Army,1161,1161
Goon,1232860,5116
Miral,66244,16561
Bestseller,905399,3578
21 Jump Street,36302612,11632
Blind,12522,894
Lockout,6231836,2700
Lucky,147800,3359
Snowtown,1273,1273
Zero Bridge,3304,3304
Casa De Mi Padre,2287239,5988
Jiro Dreams of Sushi,42035,21018
Damsels in Distress,58589,14647
Hotel,12840,6420
Saving Face,75104,12517
Meeting Evil,181,181
Paan Singh Tomar,20568,2057
Detachment,10739,5370
Answers to Nothing,14262,679
American Reunion,21514080,6740
God Bless America,27308,1951
Genesis,4891,4891
Housefull 2,847132,7001
Agent Vinod,427043,3500
Footnote,47528,23764
Silent House,6661234,3136
Battleship,25534825,6920
Madhouse,5240816,3376
Goodbye First Love,21077,5269
Crime After Crime,3215,3215
Twelve,110238,477
Bullhead,32267,4610
Bully,47502,7917
Uncovered,31481,4497
Hysteria,35656,7131
Judgment in Berlin,113743,1404
Think Like a Man,33636303,16693
Bride Flight,54044,3002
Safe,15830,15830
Jumping the Broom,15215487,7477
Amu,8480,4240
Dark Shadows,29685274,7906
Daylight,10015875,4605
Angels Crest,407,407
Beyond the Black Rainbow,4957,2479
Vicky Donor,169209,3384
Zig Zag,1649,1649
Keyhole,3294,3294
My Blue Heaven,6207092,3338
Snow White and the Huntsman,56217700,14900
Sound of My Voice,36134,7227
EVA,10395,208
Chernobyl Diaries,7955307,3270
Chicken with Plums,11301,5651
A Better Life,62087,15522
Prometheus,51050101,15032
Letters to God,1088873,1214
Bernie,85805,28602
Desi Boyz,702325,6819
Inhale,3030,1515
Take This Waltz,137019,4567
Sound of Noise,5877,1959
Wanderlust,6526650,3260
Moonrise Kingdom,522996,130749
There Be Dragons,705537,2724
Texas Killing Fields,8772,2924
I Wish,10919,2184
5 Days of War,6254,3127
Exporting Raymond,35292,2715
Cosmopolis,70339,23446
A Thousand Words,6176280,3268
Chimpanzee,10673748,6829
Safety Not Guaranteed,97762,10862
Blackthorn,15254,1907
Proteus,10047,5023
Bel Ami,38018,2535
First Position,48024,9605
Rock of Ages,14437269,4161
Ted,54415205,16800
Magic Mike,39127170,13354
Revenge of the Electric Car,17482,8741
On the Road,39550,9888
Beasts of the Southern Wild,169702,42426
People Like Us,4255423,2071
Savages,151859,37964
No Problem,242116,2882
Vampires,9106497,5078
2 Days in New York,23942,11971
Killer Joe,37900,12633
Wild Bill,987515,1274
Being Flynn,43990,10998
Ruby Sparks,140822,10832
Total Recall,25533700,12395
Carbon Nation,402,402
Oranges,198461,1804
Sidewalls,1304,1304
Neil Young Journeys,12025,4008
Brake,4330,2165
Beloved,8165551,5440
Little Birds,4574,4574
In Custody,7701,2567
ParaNorman,14087050,4108
War of the Arrows,24041,24041
Our Children,5500,5500
Garden Party,10876,1554
The Family Tree,3658,1829
Dark Horse,13551,13551
Premium Rush,6030164,2674
Piranha 3DD,182237,2119
ATM,2034,1017
The Wave,60321,1828
Sleepwalk with Me,68801,68801
Searching for Sugar Man,27459,9153
Little White Lies,25654,8551
Dreams of a Life,3085,3085
Bachelorette,181494,3862
Teddy Bear,5388,2694
Pitch Perfect,5149433,15371
Hello I Must Be Going,23904,11952
Branded,240589,784
Samsara,76222,38111
Compliance,16427,16427
Deathstalker,456700,2751
Kinyarwanda,21097,3014
Jesus Henry Christ,8192,2731
Trouble with the Curve,12162040,3786
360,12186,6093
Lola Versus,31815,7954
The Master,736311,147262
Dredd,6278491,2505
Arbitrage,2002165,10163
Blue Like Jazz,261190,1921
Detropia,17414,17414
Breathless,4384369,3776
End of Watch,13152683,4818
Holy Motors,18866,9433
Behind the Burly Q,3958,3958
Thin Ice,183527,3463
Red Lights,3202,3202
Taken 2,49514769,13525
A Royal Affair,38212,5459
House at the End of the Street,12287234,3985
Volcano,14581740,5256
Surviving Progress,4161,2081
Rust and Bone,27154,13577
Here Comes the Devil,783,392
California Solo,3412,3412
Marley,262004,6238
Frankenweenie,11412213,3798
Mother,137701,22950
Sinister,18007634,7126
Passion Play,2100,1050
Virginia,6915,1383
Hotel Transylvania,42522194,12697
Our City Dreams,4056,4056
Side by Side,6956,6956
Fat Kid Rules The World,1450,1450
Coupe de Ville,66871,9553
Argo,19458109,6020
Seven Psychopaths,4174915,2821
Nobody Walks,7269,3635
Butter,70931,788
Liberal Arts,27435,6859
Choking Man,4189,4189
West of Memphis,13360,2672
Michael,17435711,8143
Kings of Pastry,15162,7581
Last Ride,16270,2324
Girl in Progress,1384078,4298
56 Up,22088,22088
Paranormal Activity 4,29003866,8501
Alex Cross,11396768,4489
Cloud Atlas,9612247,4787
ReGeneration,19593,3265
Like Dandelion Dust,77960,3118
Here Comes the Boom,11816596,3921
Mental,9804,817
Rid Of Me,2070,2070
Smashed,26943,6736
Splinterheads,10515,10515
Silver Linings Playbook,443003,27688
Flight,24900566,13217
Five Broken Cameras,6674,6674
Anna Karenina,75268,15053
Life of Pi,22451514,7670
Bait,5485591,2332
Wake in Fright,6761,6761
Union Square,14406,3602
Student of the Year,326508,3080
A Late Quartet,75279,8364
Vexille,3227,33
Sleepless Night,2106,1053
Stolen,6250,6250
Amour,68266,22755
Brooklyn Castle,18761,9381
28 Hotel Rooms,1869,1869
Citadel,5715,5715
Dangerous Liaisons,84451,28150
Capital,22400,11200
Meet Monica Velour,7438,3719
Lincoln,944308,85846
Nature Calls,382,191
Vamps,548,548
10 Years,22707,7569
Price Check,2783,2783
Red Dawn,8230381,4517
Starry Starry Night,2312,1156
Storage 24,72,72
Deadfall,9183,4591
Byzantium,16643,2774
Cry Wolf,4428209,2475
Bed of Roses,6117558,3959
Paperman,8613,2871
Slingshot,9711,9711
Hitchcock,287715,16924
From Up on Poppy Hill,57585,28793
Redline,3962385,2465
Honeymoon,4131,2066
Purge,34058360,13430
1911,55850,1692
Barbara,63410,4227
The Master,736311,147262
Lay the Favorite,20998,344
Crooked Arrows,257364,4679
Violeta Went to Heaven,5588,2794
Two in the Wave,5676,5676
Yossi,12287,6144
Barfi,1061713,8043
Neighboring Sounds,12666,6333
Fire with Fire,1770043,1770
Warm Bodies,20353967,6764
Trishna,29140,9713
Aftershock,19329,773
7 Khoon Maaf,164153,2525
Bluebeard,8370,8370
Playing for Keeps,1406300,1225
Save the Date,3755,1878
Django Unchained,30122888,10008
Willard,4010593,2277
Struck by Lightning,12940,12940
Quartet,47122,23561
Silent Night,9780,889
11 Flowers,3516,1758
Addicted,7485346,8848
Slipstream,6273,1045
Juan of the Dead,12000,12000
Parental Guidance,14554053,4323
John Dies at the End,12467,12467
Born to Be Wild,1657008,1218
Las Acacias,6000,6000
Waiting for Lightning,19537,1776
Soldiers of Fortune,24978,500
Stevie,9383,2346
Mansome,18395,920
Promised Land,31401,5233
The Sweeney,20321,1847
English Vinglish,745414,8471
A Dark Truth,630,630
Pusher,1656,1656
Lucy,43899340,13835
Texas Chainsaw 3D,21744470,8193
Gangster Squad,17070347,5501
Kiss the Bride,8811,1762
Planet of Snail,2011,2011
Alphabet City,1172292,3652
Beyond the Hills,14622,4874
Paul Williams Still Alive,6116,6116
Milarepa,8330,8330
Renoir,65194,10866
Typhoon,59409,2475
Mama,28402310,10730
Upstream Color,28649,28649
Broken City,8268908,3156
Nursery University,11307,11307
Bonsai,2293,2293
Shadow Dancer,10672,5336
First Daughter,4002067,1770
Keep the Lights On,55574,11115
Girl Model,4898,4898
Madagascar,47224594,11431
Red Hook Summer,40070,10018
Le Chef,11290,11290
Movie 43,4805878,2376
Parker,7008222,3151
The Color Wheel,3884,1942
Sightseers,7384,3692
Starlet,15662,2610
Blancanieves,25264,6316
Return,19795,6598
Head Games,1152,576
Upside Down,28722,2611
LUV,83194,1849
Stand Up Guys,1486390,2256
The Land,17958,8979
Udaan,2715,1358
No,4868,2434
Call Me Kuchu,3476,3476
Side Effects,2216,2216
Identity Thief,34551025,11000
The Foreigner,13113024,5214
Lore,31498,5250
Beautiful Creatures,9134,1304
Tale of Tales,8871,4436
War Witch,8714,4357
Safe Haven,21401594,6640
Elles,24286,4048
Room 237,29693,14847
Escape from Planet Earth,15891055,4833
Before Midnight,246914,49383
Heroine,389901,3420
Snitch,13167607,5244
Black and White,2212535,1723
Eye in the Sky,113803,22761
Dark Skies,8189166,3540
Zig Zag,1649,1649
A Coffee in Berlin,3918,3918
Wadjda,41253,13751
Stoker,160547,22935
Phantom,5072346,2349
Sound City,62842,3928
Dead Man Down,5345250,2443
Last Call at the Oasis,8899,2966
Populaire,15690,5230
Emperor,1014099,3900
Leviathan,5029164,3610
I Give It a Year,5436,2718
Spring Breakers,263002,87667
Shanghai Calling,10400,2600
Olympus Has Fallen,30373794,9804
InAPPropriate Comedy,156414,569
Steep,21189,1246
My Brother the Devil,10305,5153
Company,93776,8525
In the House,31441,10480
30 Beats,8624,575
Into the White,90,90
Alabama Moon,6568,938
A Beautiful Life,23605,1026
A Bird of the Air,3819,3819
Admission,6154984,2850
Night Across the Street,3248,3248
Hey Ram,169402,4705
Blue Caprice,13400,13400
Loaded,12071,6035
Trance,131145,32786
Welcome to the Punch,2736,1368
Racing Dreams,20048,608
Oblivion,37054485,9795
To the Wonder,116551,6856
42,27487144,9153
Bhutto,8275,4138
Love Is All You Need,36746,9187
Disconnect,124000,8267
Scary Movie 5,14157367,4161
Like Someone in Love,21813,7271
To the Arctic,270228,5405
A Band Called Death,34839,2323
Home Run,1582466,4153
Iron Man 3,174144585,40946
Revolution,52755,13188
Black Gold,6764,2254
Mud,2215891,6104
After The Storm,27880,4647
Cold Steel,137186,1016
Pawn,2137,2137
A Grin Without a Cat,8449,8449
Empire,6281415,7245
About Cherry,2760,920
Syrup,301,301
Wish You Were Here,43611,43611
Bliss,54547,4958
Kiss of the Damned,2723,1362
Stories We Tell,27053,13527
Only God Forgives,313958,4025
Captain America,65058524,17512
Down Terrace,3088,1544
Aftershock,19329,773
Little Girl,526,526
Last Days Here,2671,2671
Now You See Me,29350389,10034
Lovelace,184536,1564
Special Forces,10759,2152
Take Me Home,322,322
Berberian Sound Studio,6605,1321
Foxfire,141617,649
Come Out and Play,1600,160
Much Ado About Nothing,108617,36205
Any Day Now,40489,2531
Hannah Arendt,31270,31270
20 Feet from Stardom,54596,18199
Looking for Palladin,2614,2614
Hammer of the Gods,164,82
6 Month Rule,1963,1963
From the East,564,564
Eden,18987,6329
Days of Grace,2213,2213
A Place at the Table,92257,2636
Pacific Rim,37285325,11385
World War Z,66411834,18412
